CATCODE,CLASS,SUBCLASS,NAME,NUM_1,UNIT_1,H,COUNTY,ST,LATITUDE,LONGITUDE,ALT (ft ASL),R95 (sm),VNTK_M,VNTK_S,DATE REVIEWED,REVIEWER,CHANGE_LOG1,
42100,ECON,THERMAL POWER PLANTS,TPP UNION POWER STATION,"2,428",MW,US,UNION,AR,33.29766,-92.58721,176,0.14,14Q7,18Q7,20220202,DMT,,
47100,ECON,LOCKS,ALABAMA RIVER LOCK & DAM (MILLERS FERRY),"331,800",ACRE-FT,US,WILCOX,AL,32.10071,-87.39813,74,0.02,39P0,39P0,20220202,DMT,,
42200,ECON,HE POWER PLANTS,HEPP (WANAPUM),"1,202",MW,US,KITTITAS,WA,46.87569,-119.97094,574,0.10,16Q8,18Q8,20220202,DMT,,
42200,ECON,HE POWER PLANTS,HEPP (BONNEVILLE),"1,162",MW,US,MULTNOMAH,OR,45.64436,-121.94083,27,0.10,16Q8,18Q8,20220202,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (02),0,ACRE-FT,US,ARKANSAS,AR,34.02608,-91.24559,165,0.02,39P0,39P0,20220202,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (NORRELL),"1,510",ACRE-FT,US,ARKANSAS,AR,34.01945,-91.19396,135,0.02,39P0,39P0,20220202,DMT,,
42200,ECON,HE POWER PLANTS,HEPP (BOUNDARY),"1,119",MW,US,PEND ORIELLE,WA,48.98694,-117.34870,"1,990",0.04,16Q8,18Q8,20220202,DMT,,
43900,ECON,DAMS,NORTH FORK RIVER DAM (NORFOLK),"31,000",ACRE-FT,US,BAXTER,AR,36.24887,-92.23790,581,0.15,39P0,41P0,20220202,DMT,,
43900,ECON,DAMS,WHITE RIVER DAM (BULL SHOALS),"3,048,000",ACRE-FT,US,BAXTER,AR,36.36615,-92.57506,703,0.12,39P0,41P0,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",NORTHWEST ARKANSAS REGIONAL,"891,237",EMB/YR,US,BENTON,AR,36.28158,-94.30777,"1,263",0.80,09P0,12P0,20201015,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",ROGERS EXECUTIVE - CARTER FIELD,164,EMB/YR,US,BENTON,AR,36.37242,-94.10697,"1,346",0.55,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP NAVAJO,"2,409",MW,US,COCONINO,AZ,36.90418,-111.38907,"4,375",0.10,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",BOONE COUNTY,"5,307",EMB/YR,US,BOONE,AR,36.26152,-93.15473,"1,342",0.60,09P0,12P0,20201015,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,AEROJET ROCKETDYNE CAMDEN AR,"140,000,000",$$$$,US,CALHOUN,AR,33.62689,-92.68370,147,0.02,14Q7,16Q7,20220202,DMT,,
42200,ECON,HE POWER PLANTS,HEPP (MUDDY RUN),"1,072",MW,US,LANCASTER,PA,39.80762,-76.29945,122,0.05,16Q8,18Q8,20220202,DMT,,
43900,ECON,DAMS,WHITE RIVER DAM (BEAVER LAKE),"1,652,000",ACRE-FT,US,CARROLL,AR,36.42186,-93.84769,974,0.12,39P0,41P0,20220202,DMT,,
43900,ECON,DAMS,CADDO RIVER DAM (DEGRAY),"654,700",ACRE-FT,US,CLARK,AR,34.21445,-93.11051,453,0.16,39P0,41P0,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",CADDO RIVER I-30 AR,1,,US,CLARK,AR,34.17705,-93.07402,218,0.05,17Q8,23Q8,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION CEGT BEIRNE AR,"6,280",CERT_HP,US,CLARK,AR,33.90598,-93.19851,274,0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TETC POLLARD AR,"4,500",CERT_HP,US,CLAY,AR,36.49708,-90.28783,309,0.01,11Q7,13Q7,20220202,DMT,,
43900,ECON,DAMS,LITTLE RED RIVER DAM (GREERS FERRY),"1,910,000",ACRE-FT,US,CLEBURNE,AR,35.52138,-91.99423,511,0.10,39P0,41P0,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION CEGT TAYLOR AR,"10,500",CERT_HP,US,COLUMBIA,AR,33.09187,-93.39637,247,0.02,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",RALPH C WEISER FIELD,0,EMB/YR,US,COLUMBIA,AR,33.22747,-93.21700,313,0.50,09P0,12P0,20201015,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (ARTHUR V ORMOND),"70,400",ACRE-FT,US,CONWAY,AR,35.12460,-92.78541,285,0.02,39P0,39P0,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION CEGT ROUND MOUNTAIN AR,"9,400",CERT_HP,US,CONWAY,AR,35.33514,-92.67367,514,0.01,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",JONESBORO MUNICIPAL,"5,839",EMB/YR,US,CRAIGHEAD,AR,35.83171,-90.64642,254,0.80,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP CROSS,"2,390",MW,US,BERKELEY,SC,33.36920,-80.11190,86,0.13,14Q7,18Q7,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",MISSISSIPPI RIVER I-55 AR,1,,US,CRITTENDEN,AR,35.12867,-90.07719,200,0.30,17Q8,23Q8,20220202,DMT,,
45311,ECON,INTERMODAL FACILITIES,UP TOFC/COFC MARION AR,1,,US,CRITTENDEN,AR,35.19573,-90.26519,229,0.90,11Q5,13Q5,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",WEST MEMPHIS MUNICIPAL,4,EMB/YR,US,CRITTENDEN,AR,35.13506,-90.23444,214,0.55,09P0,12P0,20201015,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (MONTGOMERY POINT),"10,595",ACRE-FT,US,DESHA,AR,33.94607,-91.08677,131,0.02,39P0,39P0,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",CANTRELL FIELD,3,EMB/YR,US,FAULKNER,AR,35.01989,-92.55511,272,0.50,09P0,12P0,20201015,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (TOAD SUCK FERRY),"37,300",ACRE-FT,US,FAULKNER,AR,35.07617,-92.53953,279,0.02,39P0,39P0,20220202,DMT,,
42200,ECON,HE POWER PLANTS,HEPP (HELMS PUMPED STORAGE),"1,053",MW,US,FRESNO,CA,37.02930,-118.96825,"6,600",0.02,16Q8,18Q8,20220202,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (OZARK),"148,400",ACRE-FT,US,FRANKLIN,AR,35.47205,-93.81273,376,0.02,39P0,39P0,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP LABADIE,"2,389",MW,US,FRANKLIN,MO,38.56229,-90.83767,499,0.10,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",MEMORIAL FIELD,"4,775",EMB/YR,US,GARLAND,AR,34.47803,-93.09622,513,0.65,09P0,12P0,20201015,DMT,,
43900,ECON,DAMS,OUACHITA RIVER DAM (BLAKELY MOUNTAIN),"2,151,100",ACRE-FT,US,GARLAND,AR,34.57325,-93.19504,592,0.10,39P0,41P0,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",HOPE MUNICIPAL,0,EMB/YR,US,HEMPSTEAD,AR,33.71998,-93.65890,354,0.60,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP MARTIN LAKE,"2,380",MW,US,RUSK,TX,32.25925,-94.57152,319,0.10,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP SANFORD,"2,378",MW,US,VOLUSIA,FL,28.84316,-81.32546,16,0.14,14Q7,18Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION CEGT MALVERN AR,"14,750",CERT_HP,US,HOT SPRING,AR,34.26916,-92.82491,466,0.02,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NGPL 306 MALVERN AR,"29,650",CERT_HP,US,HOT SPRING,AR,34.27110,-92.81539,486,0.03,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TETC DONALDSON AR,"8,000",CERT_HP,US,HOT SPRING,AR,34.16730,-92.82700,353,0.01,11Q7,13Q7,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",OUACHITA RIVER I-30 AR,1,,US,HOT SPRING,AR,34.38992,-92.83979,267,0.07,17Q8,23Q8,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP MYSTIC ,"2,376",MW,US,MIDDLESEX,MA,42.39111,-71.06505,14,0.12,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP COLSTRIP,"2,363",MW,US,ROSEBUD,MT,45.88322,-106.61313,"3,249",0.12,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP PARADISE,"2,310",MW,US,MUHLENBERG,KY,37.26037,-86.97903,431,0.10,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",BATESVILLE REGIONAL,2,EMB/YR,US,INDEPENDENCE,AR,35.72622,-91.64744,452,0.80,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP H L CULBREATH,"2,294",MW,US,HILLSBOROUGH,FL,27.90715,-82.41805,10,0.30,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",NEWPORT REGIONAL,1,EMB/YR,US,JACKSON,AR,35.63772,-91.17639,234,0.70,09P0,12P0,20201015,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (COL CHARLES D MAYNARD),"68,500",ACRE-FT,US,JEFFERSON,AR,34.41267,-92.10095,205,0.02,39P0,39P0,20220202,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (EMMETT SANDERS) PINE BLUFF AR,"77,000",ACRE-FT,US,JEFFERSON,AR,34.24726,-91.90535,198,0.02,39P0,39P0,20220202,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (JOE HARDIN),"50,400",ACRE-FT,US,JEFFERSON,AR,34.16378,-91.67824,179,0.02,39P0,39P0,20220202,DMT,,
75200,OMT,MILITARY BASES,PINE BLUFF ARSENAL,1,,US,JEFFERSON,AR,34.32614,-92.08671,253,4.7,09P0,12P0,20220201,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",PINE BLUFF REGIONAL - GRIDER FIELD,12,EMB/YR,US,JEFFERSON,AR,34.17451,-91.93560,205,0.60,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP SHERWOOD H SMITH JR,"2,245",MW,US,RICHMOND,NC,34.83857,-79.73943,320,0.21,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP HINES,"2,234",MW,US,POLK,FL,27.78925,-81.86950,164,0.20,14Q7,18Q7,20220202,DMT,,
45310,ECON,RAILROAD YARDS,UP PINE BLUFF YARD AR,"190,275",,US,JEFFERSON,AR,34.24058,-91.94847,225,0.90,11Q5,13Q5,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TETC WALNUT RIDGE AR,"8,000",CERT_HP,US,LAWRENCE,AR,35.92451,-90.90445,253,0.01,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",WALNUT RIDGE REGIONAL,3,EMB/YR,US,LAWRENCE,AR,36.12467,-90.92511,269,0.90,09P0,12P0,20201015,DMT,,
43900,ECON,DAMS,LITTLE RIVER DAM (MILLWOOD),"172,000",ACRE-FT,US,LITTLE RIVER,AR,33.69342,-93.96504,309,0.07,39P0,41P0,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP VICTOR J DANIEL JR,"2,229",MW,US,JACKSON,MS,30.53259,-88.55597,22,0.25,14Q7,18Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION CEGT DUNN AR,"13,500",CERT_HP,US,LOGAN,AR,35.23517,-93.76795,598,0.02,11Q7,13Q7,20220202,DMT,,
85100,LC3,RADAR SYSTEMS,JSS LRRS TXR CARSR TEXARKANA AR,1,,US,MILLER,AR,33.35962,-93.92291,404,0.03,10Q7,10Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NGPL 305 TEXARKANA AR,"29,650",CERT_HP,US,MILLER,AR,33.47025,-93.94464,317,0.03,11Q7,13Q7,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",RED RIVER I-30 AR,1,,US,MILLER,AR,33.60564,-93.81331,244,0.10,17Q8,23Q8,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",SULFUR RIVER I-49 AR,1,,US,MILLER,AR,33.14899,-93.89122,211,0.07,17Q8,23Q8,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",TEXARKANA REGIONAL - WEBB FIELD,"37,599",EMB/YR,US,MILLER,AR,33.45372,-93.99103,375,0.75,09P0,12P0,20201015,DMT,,
45310,ECON,RAILROAD YARDS,UP TEXARKANA YARD TX,"62,868",,US,MILLER,AR,33.42221,-94.03682,307,0.65,11Q5,13Q5,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",ARKANSAS INTERNATIONAL,4,EMB/YR,US,MISSISSIPPI,AR,35.96433,-89.94394,252,1.2,09P0,12P0,20201015,DMT,,
23300,ECON,STEEL PRODUCTION,NUCOR STEEL BLYTHVILLE AR,"2,646",MT,US,MISSISSIPPI,AR,35.94117,-89.71372,263,0.50,17Q7,19Q7,20220202,DMT,,
23300,ECON,STEEL PRODUCTION,NUCOR YAMATO STEEL AMOREL AR,"2,579",MT,US,MISSISSIPPI,AR,35.90208,-89.77698,259,0.45,17Q7,19Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP GHENT,"2,226",MW,US,CARROLL,KY,38.74822,-85.03702,488,0.11,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP R M SCHAHFER,"2,201",MW,US,JASPER,IN,41.21685,-87.02390,666,0.10,14Q7,18Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TETC HOPE AR,"8,300",CERT_HP,US,NEVADA,AR,33.58592,-93.43688,330,0.01,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",HARRELL FIELD,0,EMB/YR,US,OUACHITA,AR,33.62281,-92.76339,125,0.60,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP JEFFREY,"2,160",MW,US,POTTAWATOMIE,KS,39.28602,-96.11710,"1,302",0.12,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",MENA INTERMOUNTAIN MUNICIPAL,7,EMB/YR,US,POLK,AR,34.54539,-94.20264,"1,073",0.85,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION CEGT COVE AR,"14,801",CERT_HP,US,POLK,AR,34.43088,-94.44906,"1,046",0.02,11Q7,13Q7,20220202,DMT,,
42141,ECON,SPENT FUEL INSTALLATIONS,ISFSI NPP ARKANSAS NUCLEAR ONE,"1,598",MT,US,POPE,AR,35.31166,-93.22938,353,0.04,45Z0,45Z0,20220202,DMT,,
85100,LC3,RADAR SYSTEMS,JSS LRRS QXR CARSR RUSSELLVILLE AR,1,,US,POPE,AR,35.40271,-92.99440,"1,084",0.03,10Q7,10Q7,20220202,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (DARDANELLE),"486,200",ACRE-FT,US,POPE,AR,35.25012,-93.16829,339,0.02,39P0,39P0,20220202,DMT,,
42140,ECON,NUCLEAR POWER PLANTS,NPP PEACH BOTTOM,"2,876",MW,US,YORK,PA,39.75921,-76.26879,119,0.05,14Q7,18Q7,20220403,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",STUTTGART MUNICIPAL - CARL HUMPHREY FIELD,60,EMB/YR,US,PRAIRIE,AR,34.59948,-91.57500,220,0.85,09P0,12P0,20201015,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",WHITE RIVER I-40 AR,1,,US,PRAIRIE,AR,34.83979,-91.45654,184,0.30,17Q8,23Q8,20220202,DMT,,
99999,OMT,"MILITARY FORCES, AIRCRAFT",189TH AW (C-130H),1,TS,US,PULASKI,AR,34.91189,-92.14719,318,0.75,12P0,14P0,20220202,DMT,,
99999,OMT,"MILITARY FORCES, AIRCRAFT",19TH AW (C-130H/J),3,AS,US,PULASKI,AR,34.91189,-92.14719,318,0.75,12P0,14P0,20220202,DMT,,
75200,OMT,MILITARY BASES,ARKANSAS ARNG CAMP JOSEPH T ROBINSON,1,,US,PULASKI,AR,34.90002,-92.30682,345,6.0,09P0,12P0,20220201,DMT,,
91400,LC3,STATE AREA HQ,ARKANSAS NG JFHQ NORTH LITTLE ROCK AR,1,,US,PULASKI,AR,34.83663,-92.29457,523,0.05,10P0,12P0,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",ARKANSAS RIVER I-30 AR,1,,US,PULASKI,AR,34.75028,-92.26263,235,0.20,17Q8,23Q8,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",ARKANSAS RIVER I-430 AR,1,,US,PULASKI,AR,34.80046,-92.37496,238,0.50,17Q8,23Q8,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",ARKANSAS RIVER I-440 AR,1,,US,PULASKI,AR,34.72477,-92.17744,250,0.35,17Q8,23Q8,20220202,DMT,,
74200,LC3,STATE CAPITOL,ARKANSAS STATE CAPITOL,1,,US,PULASKI,AR,34.74662,-92.28902,342,0.10,10P0,12P2,20220202,DMT,,
74201,LC3,STATE EOC,ARKANSAS STATE EOC,1,,US,PULASKI,AR,34.82976,-92.28587,540,0.10,10P0,12P2,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",BILL AND HILLARY CLINTON NATIONAL - ADAMS FIELD,"1,086,740",EMB/YR,US,PULASKI,AR,34.72944,-92.22478,258,1.4,09P0,12P0,20201015,DMT,,
77211,ECON,FEDERAL RESERVE BRANCH,FRB BRANCH LITTLE ROCK AR,1,,US,PULASKI,AR,34.74785,-92.27245,292,0.10,10P0,12P2,20220202,DMT,,
25000,ECON,CHEMICAL MANUFACTURING,LANXESS LITTLE ROCK PLANT AR,"326,291",NAICS,US,PULASKI,AR,34.69632,-92.31342,261,0.10,11Q7,13Q7,20220202,DMT,,
80030,OMT,"AIRFIELDS, MILITARY",LITTLE ROCK AFB,1,EMB/YR,US,PULASKI,AR,34.91751,-92.14500,314,1.6,09P0,12P0,20220202,DMT,,
75200,OMT,MILITARY BASES,LITTLE ROCK AFB,1,,US,PULASKI,AR,34.90399,-92.13846,380,2.3,09P0,12P0,20220201,DMT,,
74300,LC3,CITY HALL,LITTLE ROCK CITY HALL,"202,591",POPULATION,US,PULASKI,AR,34.74912,-92.27557,289,0.10,10P0,12P2,20220202,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (DAVID D TERRY),"59,600",ACRE-FT,US,PULASKI,AR,34.66591,-92.15620,239,0.02,39P0,39P0,20220202,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (MURRAY),"87,100",ACRE-FT,US,PULASKI,AR,34.79075,-92.35775,172,0.02,39P0,39P0,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TETC NORTH LITTLE ROCK AR,"7,750",CERT_HP,US,PULASKI,AR,34.75459,-92.19981,250,0.01,11Q7,13Q7,20220202,DMT,,
21820,OMT,POL STORAGE,POL STORAGE LITTLE ROCK AFB,1,,US,PULASKI,AR,34.90480,-92.12980,322,0.05,21Q9,21Q9,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP AES PETERSBURG,"2,155",MW,US,PIKE,IN,38.52823,-87.25264,434,0.10,14Q7,18Q7,20220202,DMT,,
45600,ECON,RAILROAD SHOPS,UP JENKS SHOP AR,1,,US,PULASKI,AR,34.76340,-92.27638,276,0.20,16Q7,17Q7,20220202,DMT,,
45310,ECON,RAILROAD YARDS,UP NORTH LITTLE ROCK YARD AR,"15,747",,US,PULASKI,AR,34.77187,-92.23092,249,0.75,11Q5,13Q5,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NGPL 308 BIGGERS AR,"30,850",CERT_HP,US,RANDOLPH,AR,36.29826,-90.83814,281,0.05,11Q7,13Q7,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",SAINT FRANCIS RIVER I-40 AR,1,,US,SAINT FRANCIS,AR,35.03973,-90.71453,28,0.15,17Q8,23Q8,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",SALINE COUNTY REGIONAL,4,EMB/YR,US,SALINE,AR,34.59039,-92.47944,377,0.50,09P0,12P0,20201015,DMT,,
75200,OMT,MILITARY BASES,ARKANSAS ARNG FORT CHAFFEE MTC,1,,US,SEBASTIAN,AR,35.27857,-94.25441,649,3.5,09P0,12P0,20220201,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",ARKANSAS RIVER I-540 AR,1,,US,SEBASTIAN,AR,35.42138,-94.34924,390,0.25,17Q8,23Q8,20220202,DMT,,
75200,OMT,MILITARY BASES,FORT SMITH ANGB,1,,US,SEBASTIAN,AR,35.34146,-94.37043,452,0.30,09P0,12P0,20220201,DMT,,
80020,ECON,"AIRFIELDS, JOINT USE",FORT SMITH REGIONAL,"91,960",EMB/YR,US,SEBASTIAN,AR,35.33658,-94.36744,440,0.80,09P0,12P0,20220202,DMT,,
23300,ECON,STEEL PRODUCTION,GERDAU SPECIAL STEEL FORT SMITH AR,707,MT,US,SEBASTIAN,AR,35.30690,-94.37311,453,0.20,17Q7,19Q7,20220202,DMT,,
47100,ECON,LOCKS,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM LOCK & DAM (JAMES W TRIMBLE),"59,100",ACRE-FT,US,SEBASTIAN,AR,35.34849,-94.29759,399,0.02,39P0,39P0,20220202,DMT,,
21110,ECON,OIL REFINERIES,CROSS OIL REFINING,"7,500",BBLPD,US,UNION,AR,33.36291,-92.71275,110,0.05,13Q7,15Q7,20210616,DMT,,
21110,ECON,OIL REFINERIES,DELEK EL DORADO,"83,000",BBLPD,US,UNION,AR,33.20038,-92.67521,233,0.20,13Q7,15Q7,20220202,DMT,,
25110,ECON,SULFURIC ACID PRODUCTION,EL DORADO CHEMICAL EL DORADO AR,327,MTPD,US,UNION,AR,33.26639,-92.69000,200,0.25,11Q7,13Q7,20220202,DMT,,
25210,ECON,AMMONIA PRODUCTION,EL DORADO CHEMICAL EL DORADO AR,575,MTPD,US,UNION,AR,33.26604,-92.68868,201,0.35,14Q7,18Q8,20220202,DMT,,
25000,ECON,CHEMICAL MANUFACTURING,LAXNESS EL DORADO PLANT AR,"325,120",NAICS,US,UNION,AR,33.11138,-92.67533,242,0.15,11Q7,13Q7,20220202,DMT,,
47100,ECON,LOCKS,OUACHITA RIVER LOCK & DAM (FELSENTHAL),"76,700",ACRE-FT,US,UNION,AR,33.05872,-92.12253,74,0.02,39P0,39P0,20220202,DMT,,
47100,ECON,LOCKS,OUACHITA RIVER LOCK & DAM (H K THATCHER),"108,000",ACRE-FT,US,UNION,AR,33.30581,-92.48301,72,0.02,39P0,39P0,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",SOUTH ARKANSAS REGIONAL AT GOODWIN FIELD,"3,655",EMB/YR,US,UNION,AR,33.22124,-92.81175,244,0.65,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP MARSHALL,"2,119",MW,US,CATAWBA,NC,35.59745,-80.96456,771,0.10,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",DRAKE FIELD,247,EMB/YR,US,WASHINGTON,AR,36.00508,-94.17006,"1,228",0.60,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP HARRISON,"2,052",MW,US,HARRISON,WV,39.38464,-80.33257,979,0.10,14Q7,18Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NGPL 307 SEARCY AR,"30,850",CERT_HP,US,WHITE,AR,35.20721,-91.77024,350,0.05,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TETC BALD KNOB AR,"8,800",CERT_HP,US,WHITE,AR,35.32559,-91.52609,215,0.01,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",SEARCY MUNICIPAL,8,EMB/YR,US,WHITE,AR,35.21061,-91.73754,251,0.55,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP E C GASTON,"2,034",MW,US,SHELBY,AL,33.24421,-86.45806,432,0.20,14Q7,18Q7,20220202,DMT,,
42200,ECON,HE POWER PLANTS,HEPP (BLENHEIM GILBOA),"1,000",MW,US,SCHONARIE,NY,42.44258,-74.44782,920,0.05,16Q8,18Q8,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",PAGO PAGO INTERNATIONAL,"59,246",EMB/YR,US,WESTERN DISTRICT,AS,-14.33166,-170.71150,0,1.1,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION ELPA NAVAJO AZ,"41,020",CERT_HP,US,APACHE,AZ,35.55509,-109.72763,"6,551",0.05,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION ELPA WINDOW ROCK AZ,"36,000",CERT_HP,US,APACHE,AZ,35.61600,-109.12493,"6,913",0.05,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TRWT 4 AZ,"15,000",CERT_HP,US,APACHE,AZ,35.56555,-109.39263,"7,335",0.02,11Q7,13Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP HOMER CITY,"2,012",MW,US,INDIANA,PA,40.51386,-79.19646,"1,200",0.10,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP H ALLEN FRANKLIN,"1,996",MW,US,LEE,AL,32.60780,-85.09750,523,0.14,14Q7,18Q7,20220202,DMT,,
